,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,time signature,genre
3sOuELu6JXDdebNgqr8EHB,0.429,0.498,-8.021,0.0329,0.00265,0.0,0.127,0.394,104.832,9,1,4,punk
7JzTWeBqzQvVNTG88NRkbu,0.296,0.978,-4.372,0.121,0.000473,0.00255,0.102,0.169,153.845,9,1,4,punk
5toHVn824NjXwfl0ADuv1Z,0.55,0.981,-4.308,0.118,0.00012,3.81e-06,0.41,0.593,120.864,0,1,4,punk
5uf34outVsqUg5zlGTZlBt,0.706,0.914,-6.216,0.0442,0.00061,1.14e-06,0.0277,0.442,93.013,2,1,4,punk
00KLkpbJ1YrujJ4C8zbewD,0.682,0.665,-8.447,0.0674,0.0154,0.0,0.354,0.809,76.997,2,1,4,punk
3VhTUgMh9unIRMDTTklFhT,0.598,0.975,-4.583,0.0776,0.00511,0.0,0.0797,0.799,136.027,7,1,4,punk
4nx0Kl6OBHPuF77NAlhMGF,0.578,0.49,-9.252,0.0305,0.712,0.0,0.116,0.481,113.247,11,0,4,punk
1L0WHtnf3t7E1hqi31fmuY,0.447,0.971,-5.05,0.142,0.000325,0.000193,0.386,0.572,159.882,4,0,3,punk
4UuPtwbi2GwtWnLsLse9D7,0.366,0.894,-4.926,0.0914,0.00453,0.00492,0.338,0.496,169.872,0,1,4,punk
3L9H5hLnXuhuIrfJ2vOsN8,0.528,0.856,-3.994,0.0577,0.0249,0.0,0.17,0.765,150.307,7,1,4,punk
0MF04irIsZsiRo0hJAtUcf,0.408,0.728,-5.953,0.0768,0.0174,0.0,0.115,0.297,98.473,9,1,4,punk
1YvRGHpJpkwB6id83vjCRE,0.427,0.879,-7.655,0.0679,0.00599,7.45e-05,0.114,0.562,189.679,7,1,4,punk
4uwMTYCVLpKu9OsfPYWBZW,0.456,0.973,-6.329,0.0702,0.00558,0.0,0.137,0.413,151.43,2,1,4,punk
4Y9T0Ea9ux3oYo12VEfXKV,0.395,0.978,-3.742,0.13,0.000139,0.129,0.0715,0.164,95.83,2,0,4,punk
4uyZ8dyG528wJ27tDgtqlK,0.436,0.976,-3.501,0.137,0.000766,0.000897,0.0524,0.521,99.082,0,1,4,punk
782Awc9SZbIySKkRSvGN3W,0.427,0.978,-6.639,0.0774,0.0307,7.01e-06,0.335,0.747,193.707,11,1,4,punk
2H54Z8Z0r9Ldi28WgP1534,0.409,0.92,-4.897,0.0539,0.0129,2.91e-05,0.0571,0.803,88.53,8,1,4,punk
2PlSfCtDeGtAwyllR1qsT4,0.304,0.858,-5.011,0.0651,0.00203,0.0106,0.333,0.838,174.602,5,1,4,punk
5tnqIiJKHjiMewacwHndjw,0.241,0.915,-6.294,0.0459,0.000768,0.000505,0.155,0.862,91.768,8,1,4,punk
7332d8TUDzTzjBuYcKGLmi,0.482,0.967,-4.553,0.0438,0.000684,0.00313,0.271,0.687,96.572,3,1,4,punk
4ksd5zvWtM0CHCyK1brHWL,0.408,0.82,-5.116,0.0423,0.0118,6.58e-06,0.689,0.382,98.288,0,1,4,punk
4hwxfw81b63RpA41HevDvQ,0.357,0.996,-3.644,0.103,0.0017,9.11e-06,0.246,0.454,92.538,5,0,4,punk
4F44hCgDwFMfCgIEbj2noD,0.448,0.971,-5.0,0.0551,0.00168,3.22e-05,0.0752,0.677,87.947,4,0,4,punk
6ld3Vs8taDG385MirDPHhV,0.45,0.95,-6.106,0.0573,0.000745,5.53e-06,0.124,0.746,102.202,7,1,4,punk
2OBfWhEOgbEIJyJQb7aes5,0.361,0.975,-3.394,0.157,0.0285,0.0,0.142,0.567,126.477,9,1,4,punk
712G9zTblLveT6V15jvwAB,0.391,0.977,-4.136,0.143,0.00911,0.0,0.115,0.54,89.649,2,1,4,punk
2jnkyrJ9dCuG3K0SEjRSrR,0.535,0.899,-5.912,0.052,0.00018,0.0,0.184,0.615,102.457,4,1,4,punk
3o8SbOARIcMB8JArwSoopq,0.61,0.736,-7.496,0.0622,0.0114,0.0,0.0965,0.521,131.992,0,1,4,punk
0e0qRLVKIW1JNkLZg14bQF,0.491,0.825,-5.503,0.0434,0.000777,0.02,0.107,0.925,171.658,0,1,4,punk
6cL7NCFSvqWrBH5r4mkvVV,0.436,0.935,-3.946,0.0538,0.000129,0.000141,0.0821,0.901,194.902,2,1,4,punk
1M4zJ4Lw60HeWhG7eZsmx8,0.541,0.802,-6.09,0.0944,0.00233,2.3e-05,0.637,0.841,174.982,11,0,4,punk
1OlaiZZXmhChs1Cw63Gq1f,0.425,0.9,-4.959,0.0429,7.77e-05,0.000274,0.196,0.654,135.816,0,1,4,punk
4KLsA7o43EsGg2swkuol2J,0.456,0.922,-3.995,0.0395,0.000343,0.204,0.084,0.73,86.53,9,0,4,punk
4fG0SVYpNRaDy1WI6hPHlq,0.505,0.896,-4.085,0.0338,3.77e-06,0.0,0.268,0.661,131.996,5,1,4,punk
1gveEgt0tT4EtrA5GDA74n,0.383,0.981,-4.32,0.0926,0.000296,3.76e-05,0.202,0.479,98.133,0,1,4,punk
5njSPpv1nzVOBhDoHiibQA,0.582,0.925,-3.15,0.182,0.0341,0.000116,0.579,0.701,171.543,7,0,4,punk
5xVwqU3u9tdY3zCxxdkHs7,0.551,0.938,-2.136,0.21,0.0131,0.0,0.355,0.595,175.078,7,1,4,punk
3QvgjolmPeWVuNEpB0uaS4,0.708,0.683,-3.634,0.0501,0.0794,7.06e-05,0.374,0.554,111.711,10,0,4,punk
5qcDXVj6lRCqWIpNd8NSqq,0.368,0.977,-2.757,0.127,0.0039,0.0,0.35,0.548,165.889,11,0,4,punk
39o2EahQsYC4MvAOERZCUt,0.291,0.979,-2.55,0.164,0.000467,0.0,0.609,0.343,196.34,11,1,4,punk
3coMhQQLB5osLJQrDrM4hW,0.467,0.923,-4.132,0.105,5.51e-05,0.0,0.115,0.579,150.037,11,0,4,punk
18ApUgagnl0kzCG6hkGN0G,0.468,0.925,-3.706,0.0366,0.000573,0.0,0.314,0.662,151.939,2,1,4,punk
2UdPkLCu76kSU6GDFcMiVH,0.37,0.965,-3.381,0.127,0.000413,0.0,0.151,0.451,174.372,4,1,4,punk
0gmQRpQUqKRBVyyckr1l0n,0.532,0.984,-3.012,0.0724,0.00413,0.0,0.468,0.723,142.314,4,1,4,punk
52NMeYzyuAT1kat1vvfZsk,0.349,0.993,-5.109,0.132,0.000128,9.03e-06,0.081,0.372,143.75,5,0,4,punk
67D9ZLvyfQoD6hQv5EK5MN,0.332,0.982,-6.494,0.148,0.000417,0.0,0.666,0.131,160.694,4,0,4,punk
4oKFLSwIPDmmGPvDTCMCOq,0.4,0.991,-7.911,0.0594,0.00349,1.17e-05,0.366,0.505,151.034,11,1,4,punk
5uybbbUsilfYPVHUjrro8L,0.488,0.843,-8.767,0.035,0.0068,1.45e-05,0.0885,0.663,121.587,9,0,4,punk
6zOlYzDyJifRMxim69LoWj,0.505,0.938,-5.381,0.0432,0.0201,0.00218,0.177,0.961,161.842,7,1,4,punk
6IY10gnnYhhzZVvEBhb1Ow,0.496,0.97,-5.866,0.061,0.0155,0.0,0.365,0.805,168.199,2,1,4,punk
2vZxrSPklzVdFtKMvOAwNg,0.535,0.612,-8.502,0.042,0.0219,0.0,0.229,0.626,106.464,6,1,4,punk
6ZaE7vX1yKRDin3wdw1iKF,0.42,0.931,-7.108,0.0488,2.42e-05,0.00275,0.238,0.887,100.613,0,1,4,punk
0XRzA8pqRNqfdGDaw8M0Y7,0.238,0.915,-5.935,0.0886,0.000327,0.0613,0.197,0.608,152.438,1,1,4,punk
7uTMPr7BovvaDZRkruaTff,0.545,0.968,-3.773,0.0862,0.114,0.0,0.404,0.841,164.416,4,1,4,punk
7pQgyl3UZZcseQ5AVYHN6G,0.247,0.928,-4.912,0.193,0.0502,7.82e-05,0.0818,0.537,186.944,6,1,4,punk
35fGOvKKCZgArWfr08217w,0.538,0.936,-5.962,0.0929,0.00726,0.0,0.0983,0.631,167.561,10,1,4,punk
1h7YBIX88JNBY7t3occvD0,0.687,0.964,-5.684,0.111,0.135,0.0,0.0833,0.664,103.0,2,1,4,punk
333q5dd9z9xMZldO8604eP,0.316,0.981,-4.369,0.0685,0.000781,0.0148,0.458,0.68,152.922,4,0,4,punk
0ifvRvv2n52EkmRsp1Tl9O,0.597,0.887,-6.584,0.0406,0.000742,0.0345,0.188,0.88,93.031,7,1,4,punk
74Zp9QiDrFZpBV949AMbUs,0.396,0.968,-5.069,0.101,0.00171,0.0,0.162,0.404,109.096,0,1,4,punk
2PcZQnb3YPD1mm0GcWDm1N,0.367,0.967,-6.053,0.125,0.0446,0.0,0.321,0.579,140.144,2,1,4,punk
15QL2K6OQxEyNrWropKx32,0.482,0.946,-6.556,0.0934,0.0752,0.000424,0.0716,0.763,135.412,9,1,4,punk
7sj2WxsU2Ge8qOfWhpjtF0,0.507,0.853,-7.812,0.0542,0.00789,0.0,0.055,0.836,90.888,8,1,4,punk
5pXi3W8nkjaIVAzGL0bUqd,0.3,0.982,-5.515,0.0776,0.0166,0.183,0.364,0.554,154.89,4,1,4,punk
2POo2Ry48jgcOCK60qFWYt,0.45,0.956,-4.875,0.0387,0.00206,0.682,0.235,0.945,125.525,1,1,4,punk
6uplrkNrGFH0z6gzWaLcA7,0.315,0.964,-3.398,0.164,0.000822,0.0037,0.169,0.746,187.529,10,0,4,punk
5kGy8kIrzbSkWQP3N9tGEk,0.278,0.956,-1.664,0.082,0.00637,0.0,0.504,0.517,168.331,7,1,4,punk
025rOed6CNtQSEpGEP6nk3,0.614,0.978,-4.708,0.0633,0.0815,0.0,0.0964,0.484,108.186,2,1,1,punk
2NPgLYmPNJyWkqc3KmSwL4,0.466,0.957,-2.774,0.0745,0.000359,0.0,0.339,0.631,175.552,7,0,4,punk
4TjVjA2NlIiczkDkjGxEhQ,0.467,0.755,-7.42,0.048,0.00115,0.000563,0.0862,0.567,140.528,4,0,4,punk
5uEO9We3heI3m2HGQ7VaTX,0.626,0.973,-3.97,0.0364,0.00128,0.000519,0.234,0.662,97.506,2,1,4,punk
2XO0tJtBsNl20arRorjTEO,0.145,0.995,-4.377,0.412,0.000151,0.00496,0.147,0.134,190.709,10,0,4,punk
1yInNBI4misVNz8CEsOdoS,0.501,0.94,-5.465,0.0416,0.000693,0.0,0.166,0.799,155.077,0,0,4,punk
4zLXiQgHWkQnrKUIedDjIt,0.362,0.987,-5.028,0.167,0.000516,0.0,0.346,0.52,195.066,4,1,4,punk
26kuGKYue3Rswy8gp0Qsc7,0.216,0.956,-4.893,0.0442,2.74e-05,0.00053,0.0943,0.812,156.327,7,0,4,punk
2Omcm5f6sSYqlGKIuJccfq,0.48,0.983,-5.167,0.0641,0.0002,0.00034,0.0784,0.229,132.403,9,0,4,punk
4PTlYrqZOgLpdoaJe1NObx,0.331,0.837,-8.107,0.0474,0.0829,0.00315,0.109,0.726,95.973,8,1,4,punk
130HhmZGKLIOI749EBNWlJ,0.509,0.974,-4.75,0.0661,0.0156,0.0,0.156,0.822,101.403,11,1,4,punk
1WsVMbLJINcdCdjBPd0uTY,0.425,0.99,-3.776,0.0672,7.45e-05,0.000441,0.0806,0.427,128.398,1,0,4,punk
4xF9OhxbjAf6zBrQPnopob,0.43,0.955,-4.815,0.0833,0.00272,1.22e-05,0.341,0.559,160.038,1,1,4,punk
4BRx4RMiz51XbFl8kjDtVi,0.522,0.947,-3.513,0.0416,0.00566,0.0,0.135,0.741,101.026,7,1,4,punk
6B8SWbaSk8uOTFku8vYMu6,0.38,0.994,-3.016,0.235,0.0479,0.00855,0.178,0.584,106.779,1,0,4,punk
66ZNPncLeu2NXlkkKfytrN,0.346,0.846,-6.883,0.0966,3.81e-05,1.11e-06,0.157,0.525,77.734,7,1,4,punk
1SYZyci1otpRZ6nWC9EWs2,0.198,0.867,-5.18,0.0408,0.00196,1.87e-05,0.303,0.902,186.404,2,0,4,punk
4XZAiPWkLse0NQrFiZNhcG,0.344,0.954,-4.856,0.146,9.91e-05,1.79e-06,0.303,0.6,101.365,9,1,4,punk
5v6i4dhQJa4eko6Me7KDSG,0.359,0.956,-5.338,0.166,0.000437,0.0,0.112,0.645,181.197,1,1,4,punk
0IWJQdBLxKhXU9bz8ttepW,0.401,0.889,-4.479,0.0741,0.00031,2.4e-05,0.255,0.636,108.902,11,0,4,punk
7MdxIggcZ3Z8UTTBoDNXwh,0.45,0.95,-3.332,0.0723,9.79e-05,0.0175,0.243,0.87,89.913,6,1,4,punk
2M5Qa1TnBNowIYpiUCCca4,0.384,0.971,-3.7,0.0771,0.00166,8.8e-05,0.271,0.492,143.715,6,1,4,punk
37ANYpdjyjCfG5aD1Ewm5s,0.407,0.975,-3.176,0.0779,0.000578,1.42e-05,0.112,0.564,154.486,1,1,4,punk
5yQcbuOZtUFeUgGCqYjxXx,0.516,0.924,-4.851,0.0495,0.00488,4.21e-06,0.0732,0.861,140.113,0,1,4,punk
2jAmPQas0Oe32JdLTzWW1o,0.492,0.972,-6.368,0.07,7.54e-05,0.00941,0.254,0.453,105.022,2,1,4,punk
4LahmWS50Ft9xwmhq8ethB,0.379,0.976,-4.971,0.189,0.00113,0.0,0.108,0.298,135.928,3,1,4,punk
0pdTSwvSB5IGjeumcPIDa6,0.369,0.977,-3.128,0.123,0.00127,0.0,0.074,0.744,101.239,4,1,4,punk
2tCey0QlP8x23tw2wuXkJn,0.537,0.921,-2.977,0.0591,0.0367,0.0,0.0517,0.973,98.029,0,1,4,punk
3zjwEZqb0jcPPLRRZfJbxD,0.209,0.991,-3.493,0.38,0.000336,0.0,0.367,0.357,177.254,1,0,4,punk
3umjZlCFUELx3PQ06BXE3g,0.662,0.938,-4.432,0.154,0.0171,6.61e-05,0.411,0.484,116.002,5,1,4,punk
1SZoPX6yKcuejHQ49DtDxr,0.512,0.921,-3.463,0.0828,0.000225,0.0,0.0588,0.558,139.481,0,1,4,punk
5ecSCIMYcuvx9NSkUhbgGR,0.528,0.929,-6.99,0.0791,0.00495,2.02e-05,0.118,0.265,118.914,1,0,4,punk
7if0aGWr5fjkhA0I0hV2fc,0.606,0.92,-5.571,0.0808,0.000778,0.000229,0.102,0.421,99.954,10,0,4,punk
782csk0CSrA9gikzyVlYVy,0.342,0.979,-4.611,0.127,0.000109,0.000444,0.102,0.552,104.405,1,0,4,punk
6xPczCzD3GpWz4rn4KVyUk,0.504,0.947,-3.927,0.0947,0.000306,6.85e-06,0.41,0.592,111.716,4,1,4,punk
24F5Z7H6Y8tRHn0f4djdrl,0.396,0.786,-10.561,0.0376,0.0034,0.00111,0.113,0.541,128.476,11,1,4,punk
5QyNc52Kvgwz3lkVJpE4ZA,0.449,0.976,-4.882,0.0915,0.000474,0.104,0.335,0.409,115.345,5,0,4,punk
4Kj7BzlGCzfV6fRFbqT55p,0.381,0.871,-4.738,0.0738,0.00014,0.0,0.0205,0.577,155.395,7,0,4,punk
16JJiVvV0cBmo93lIivZKq,0.46,0.96,-5.157,0.165,3.68e-05,2.95e-05,0.285,0.359,109.165,4,0,4,punk
4xXZLFI8OJ5fwwmUmfNP3I,0.38,0.948,-4.354,0.0544,0.000723,1.13e-06,0.145,0.636,195.555,0,1,4,punk
5awBTyDGd14cxvGUBzCY82,0.228,0.987,-4.217,0.122,0.000149,0.0,0.101,0.262,157.191,6,1,4,punk
5DRdpIP4tOCmxyVSfnFKne,0.334,0.956,-4.189,0.262,0.000628,5.29e-06,0.375,0.532,199.911,11,1,4,punk
7h7lhRerx7hYScErYqOQIY,0.58,0.781,-6.841,0.0412,0.0128,0.0,0.117,0.744,89.99,11,1,4,punk
5P0NUO2yr8xfV4OoUYdR6T,0.413,0.956,-4.778,0.0667,0.000376,0.0127,0.205,0.713,165.876,4,0,4,punk
4uicyqoy9VwvWzxu5nbyDc,0.575,0.944,-3.377,0.0784,0.00343,1.62e-06,0.318,0.531,130.009,7,1,4,punk
3X805DNadxmbeIZQBrex85,0.466,0.957,-2.774,0.0745,0.000359,0.0,0.339,0.631,175.552,7,0,4,punk
66jV8hWqB055htIgQ2j7Ni,0.44,0.914,-4.766,0.0693,0.00185,0.0,0.047,0.406,93.391,1,0,4,punk
33iQW2OneB0oNh2NfrAzqW,0.547,0.733,-6.558,0.0433,0.0103,0.131,0.117,0.962,176.198,9,1,4,punk
4vq6RWl0rFBoeSxDkdkUNh,0.513,0.944,-6.093,0.0378,0.00294,1.28e-06,0.0574,0.831,131.866,1,0,4,punk
4kFfFe38CRVnTsakUTL4E4,0.374,0.816,-13.88,0.0578,0.119,8.01e-06,0.0808,0.138,104.56,2,1,4,punk
51c94ac31swyDQj9B3Lzs3,0.269,0.853,-4.647,0.0854,0.000249,0.000246,0.118,0.179,141.581,7,0,4,punk
356DFRPTv6s2jPuQHrIqWi,0.237,0.945,-2.825,0.0761,0.0242,0.0,0.271,0.567,157.387,7,1,4,punk
2jggiA0przPmYj0Z96W7Q0,0.338,0.936,-4.022,0.109,0.069,0.0,0.101,0.474,142.961,2,1,4,punk
4zgSTJStTFStDeHts21zNZ,0.366,0.941,-3.786,0.0505,0.0441,3.65e-05,0.273,0.338,102.318,7,1,4,punk
5GVSpPvjk06BPsr8DhwFtM,0.371,0.974,-2.383,0.0727,0.0116,0.0,0.402,0.75,78.32,9,1,4,punk
4Cab1zrvzFRDIYkQSqMEjm,0.209,0.975,-2.656,0.244,0.0112,0.441,0.203,0.637,184.933,9,1,4,punk
2wXbu49jEQAlRQvhjH8pxS,0.222,0.932,-4.564,0.0775,0.0535,0.0,0.854,0.368,141.351,0,1,4,punk
210T0ndJg5e6h4vHe6dWIJ,0.378,0.879,-3.957,0.11,4.51e-05,2.52e-06,0.155,0.522,97.386,9,1,4,punk
1hh4GY1zM7SUAyM3a2ziH5,0.582,0.91,-4.566,0.107,0.0755,1.03e-06,0.0992,0.733,92.179,4,1,4,punk
4sQJXbtxwoKHG7PwMRJ0Ig,0.52,0.945,-4.197,0.0335,0.00599,4.97e-05,0.0495,0.807,99.603,1,1,4,punk
0S8LgLoseDB6W2HWd1ym6P,0.181,0.946,-5.308,0.096,0.0257,0.223,0.344,0.363,178.743,0,1,4,punk
1sBxH9ZMMQ1dYlW3Ol18ae,0.388,0.948,-9.913,0.037,0.00782,0.0,0.331,0.68,181.648,9,0,4,punk
6vxVuPwM2LgWMMn4CBPRt1,0.556,0.986,-4.522,0.207,0.00683,0.0,0.338,0.288,97.107,5,1,4,punk
0ziRMfe23VgL3Gp619AXU4,0.247,0.982,-3.524,0.0863,4.02e-05,5.48e-05,0.119,0.461,201.833,3,0,4,punk
5H563lLtO41rxzmPxEgj1B,0.541,0.953,-5.414,0.173,0.00216,7.16e-06,0.468,0.814,100.078,3,1,4,punk
2oio3tOOJz3nPskEHU0Ukr,0.443,0.989,-5.463,0.175,0.000267,0.0,0.0665,0.15,98.505,2,1,4,punk
5RpxUFIKIjRsqsNwzP91mo,0.381,0.96,-4.05,0.168,6.44e-05,0.0,0.0779,0.363,182.075,7,1,4,punk
39dDu1iyYkjm5Dpag16Ywe,0.508,0.985,-3.721,0.0995,0.000112,0.204,0.0918,0.572,122.49,1,1,4,punk
7mgfkas4xZ3pxJFBpsaioV,0.508,0.967,-5.253,0.062,0.000288,0.00123,0.195,0.721,139.475,6,0,4,punk
4LTMXBqTOSlk75CYq7YfPl,0.525,0.994,-2.968,0.0424,0.000471,0.00566,0.233,0.747,115.975,5,1,4,punk
3JGTEaI7D6m06hIIUwqgaD,0.228,0.903,-6.169,0.0454,3.41e-06,0.131,0.364,0.485,188.774,2,1,3,punk
7tZ1sF5HLhqtRO0bITs4lV,0.328,0.957,-2.568,0.0787,4.7e-06,0.437,0.0551,0.515,181.957,8,1,4,punk
1Lpmme6uCsPJIdcbR5aePx,0.413,0.984,-3.404,0.0472,0.000434,0.0155,0.0939,0.405,122.024,3,1,4,punk
5eGDKrTYl2h6ponZyMMhgZ,0.437,0.98,-3.05,0.0552,1.61e-05,0.00207,0.304,0.409,122.735,1,1,4,punk
5vkJkwKAEBUGess9Elg26s,0.543,0.899,-5.633,0.075,0.00991,0.0,0.165,0.881,107.99,6,1,4,punk
64FDBhDkWk0clQtxfsrMao,0.263,0.995,-4.227,0.324,2.86e-05,0.000149,0.511,0.199,139.482,9,1,4,punk
45ZjRrEFgHJhCQ72qKDeem,0.319,0.948,-4.981,0.0658,0.000189,0.000257,0.065,0.599,119.213,5,1,4,punk
6NB10MNREpB0W7NZ7DYfWX,0.491,0.997,-6.106,0.0813,0.0437,0.0113,0.224,0.178,109.949,0,0,4,punk
5Bs1GjPIFLHYtTDumCpdqq,0.472,0.961,-5.815,0.112,0.00587,0.000209,0.211,0.484,96.004,8,0,4,punk
4c5uNta9rSiOkWT3dlhWuf,0.464,0.9,-3.839,0.0764,0.000776,1.41e-06,0.0402,0.62,179.013,1,0,3,punk
3G0dKzDGU2jUphIjfbgGuj,0.393,0.905,-4.167,0.0912,0.17,9.75e-06,0.236,0.414,168.902,0,1,4,punk
2y2E0ix0iJWQWUMmlbTWjg,0.337,0.985,-4.675,0.0787,0.000409,0.00027,0.238,0.371,103.95,2,1,4,punk
6SpLc7EXZIPpy0sVko0aoU,0.517,0.906,-3.677,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,1,1,4,alt rock
0erd5GsszwmXYWl7lcdApZ,0.485,0.911,-4.758,0.0515,0.00357,0.0,0.251,0.737,150.769,6,1,4,punk
3UN2zV0jYKKqbtupoTImL7,0.303,0.955,-5.786,0.125,0.0106,0.0248,0.707,0.272,105.84,9,1,4,punk
0biGKHOtNVGM14sRSztyKq,0.417,0.963,-3.302,0.0403,0.000305,0.000131,0.148,0.644,163.148,0,1,4,punk
2DDDzxzFpgTQx4AEKRO3zz,0.534,0.962,-4.129,0.0568,0.0006,0.0263,0.113,0.737,106.48,2,1,4,punk
3gooDJFGBLgQO9OOmYeB7s,0.262,0.972,-7.509,0.185,0.000138,0.000893,0.0605,0.236,151.652,2,1,4,punk
0BlNkCzdgYi9eJXwnYUho9,0.331,0.99,-3.27,0.146,0.0037,0.0,0.118,0.527,155.687,9,1,4,punk
21eOk9YSfReHLXFvxPURtk,0.345,0.973,-2.394,0.0718,0.00234,0.0,0.057,0.81,167.021,2,1,4,punk
717oSBYrcR8awQgUsmyE32,0.205,0.973,-3.389,0.124,0.01,0.0,0.393,0.565,172.689,6,0,4,punk
0gbrepTKKXEYFQJ6tNCbid,0.459,0.966,-3.678,0.0924,0.0207,0.0,0.215,0.729,147.624,11,0,4,punk
6hwQ69v7VbPhTTR2fOtYX7,0.491,0.966,-4.28,0.0538,5.59e-05,0.0,0.307,0.614,105.544,4,1,4,punk
2YrB3vM3H7TcXZ0rAq4X8Y,0.472,0.88,-5.354,0.0495,0.0207,0.0,0.354,0.805,162.171,9,1,4,punk
2ROelWplRf0RudcRxlzhMb,0.476,0.821,-5.736,0.0406,0.00525,0.0,0.259,0.828,175.08,7,1,4,punk
1KblaMkte0ZEyk9k6kLW92,0.287,0.983,-1.977,0.293,0.000261,0.0,0.345,0.375,217.88,7,1,4,punk
4ZOJVx6yd9qOd8Z8C2gkH2,0.49,0.701,-6.488,0.0524,0.000473,0.0,0.157,0.606,97.859,7,1,4,punk
26AYR77170U49cMcXB7aRV,0.411,0.962,-5.952,0.0917,0.103,0.0,0.529,0.622,173.143,4,1,4,punk
2NaqiEuzh84CGUWMbJtoBo,0.259,0.99,-3.3,0.076,0.00091,0.0636,0.53,0.535,82.914,9,1,4,punk
2uOAUADnIX3p6snaTAtntU,0.477,0.989,-3.677,0.0975,0.00157,0.0695,0.784,0.621,86.302,2,1,4,punk
1e7wdroCdFRs3Bo8SvnfS8,0.48,0.96,-4.089,0.114,0.0127,0.0,0.129,0.928,191.426,4,1,4,punk
4D7sweC53ikn2HrABdrvdm,0.486,0.971,-3.294,0.0694,0.00335,0.0,0.389,0.377,100.264,2,1,4,punk
1SCJCsVBXtHbeqfXYH4Q66,0.42,0.947,-4.269,0.119,0.262,6.52e-05,0.416,0.51,92.027,5,1,4,punk
4UZutjK0kmuGpsTJddEGwd,0.524,0.99,-4.009,0.11,0.0405,0.0,0.226,0.37,100.653,9,0,4,punk
1MPEPvmX18S9MK4RlMKIst,0.506,0.903,-8.898,0.0455,0.00169,0.0,0.336,0.781,117.229,2,1,4,punk
4Ct1cUsA8RyuSih1st2VR7,0.528,0.681,-7.715,0.263,0.0156,0.00121,0.184,0.753,159.081,9,1,4,punk
63356fKoxdMmSk2K0J5q9F,0.436,0.866,-7.63,0.0673,0.00142,0.00192,0.101,0.643,95.725,10,0,4,punk
5VpXIDoc5QomGO3ezmS0wB,0.204,0.958,-4.308,0.0554,3.32e-05,0.0846,0.125,0.76,176.743,2,1,4,punk
1qzNz8rmVEj46jR4lxZocS,0.542,0.858,-3.262,0.0401,0.00899,0.00444,0.337,0.811,124.662,7,1,4,punk
4GFq8xCIjt0hnypOpBeYkn,0.551,0.974,-3.968,0.12,0.00928,0.000545,0.208,0.492,91.952,11,0,4,punk
03liNl1GcnlCGTJ4Mu9yiv,0.544,0.966,-3.86,0.0849,0.00496,0.0,0.0929,0.531,115.09,0,1,4,punk
67fmD7CEBQKwuRQgEcjVrQ,0.202,0.872,-3.847,0.0685,1.25e-05,0.904,0.233,0.538,124.801,5,1,4,punk
6zXPfmbRwPKhDMQtZID9ed,0.559,0.938,-5.002,0.0702,0.00517,0.000277,0.272,0.561,109.983,0,1,4,punk
5QdGtvqKitrxvF2OsX4bU9,0.28,0.983,-4.181,0.135,8.29e-05,0.000677,0.363,0.356,102.029,8,1,4,punk
75NPkT1lPkV6A692k18S25,0.458,0.988,-3.596,0.106,0.000134,2.87e-05,0.324,0.632,170.069,9,0,4,punk
3wV7dPlz2AxLgI9Oil3d8D,0.525,0.971,-3.438,0.071,8.69e-05,0.0,0.249,0.52,129.975,4,0,4,punk
2Wm84PF0DHyRQx79Lj9NwI,0.299,0.954,-5.788,0.122,0.0101,0.0222,0.685,0.262,104.196,9,1,4,punk
2e4RcQohKWo8oZIUfjxiGo,0.209,0.979,-4.791,0.213,0.143,6.95e-05,0.319,0.219,147.9,7,1,4,punk
4KcH1ZRV2W1q7Flq0QqC76,0.385,0.783,-2.533,0.233,0.000269,0.47,0.108,0.902,176.701,9,1,4,punk
3Rn7xqzVUxFLSHv59YtsRW,0.415,0.782,-6.745,0.0461,0.0011,0.0,0.14,0.564,135.029,2,1,4,punk
6Gk5zyUVwolJHTi3kZMTEp,0.259,0.737,-11.487,0.0401,0.0657,5.36e-06,0.0521,0.859,175.068,4,1,4,punk
30cHDhxUqgnHq78hv5UjMx,0.503,0.803,-9.701,0.0485,0.01,0.0648,0.292,0.941,179.007,0,1,4,punk
2yE3bwbhqypdsuhmv48Svn,0.439,0.971,-5.855,0.177,0.0148,1.34e-05,0.255,0.24,118.369,11,0,4,punk
672N8DGGTOLCOgWe0koX5g,0.527,0.871,-8.708,0.0354,0.0229,0.155,0.419,0.107,120.722,4,1,4,punk
1xOXhyunTVqnIaV5eUPGJB,0.568,0.766,-6.977,0.03,0.0599,2.36e-05,0.0618,0.871,122.823,9,1,4,punk
6ALPLbDJ9eWVij9ep3Cgf4,0.319,0.836,-6.706,0.113,0.00364,1.84e-05,0.1,0.94,180.56,11,1,4,punk
3LoDeIbiR12sAznmpNEmKA,0.323,0.978,-3.841,0.118,0.0422,0.00019,0.201,0.168,134.222,5,1,4,punk
6MT4cm9XKe96as3xr62QKX,0.314,0.923,-10.187,0.0507,0.00645,0.0207,0.667,0.835,150.87,5,1,4,punk
5eKQ424akKiDjpSveU7I2Y,0.191,0.969,-7.557,0.1,0.00466,9.05e-06,0.277,0.265,173.763,1,0,4,punk
4AwKXevZmsTNa3KZVj3rzl,0.429,0.914,-9.594,0.0505,0.0321,9.26e-05,0.436,0.685,155.588,7,1,4,punk
